Offshore,47.0318
Onshore,34.5477
PV,9.226193333
river,14.85
lake,11.375
PHS,7.5
Battery,1.96
ocgt,16.5
ccgt-ccs,32
nuclear,97.5
methanation,59.25
CSPc,10.699
CSPd,22.232
hp-elecd,49
hp-elecc,32.655
hp-gas,18
resistive,2
boilerd,3.5
boilerc,0.945
ITES,0
CTES,0
heat-net,2.2
